,biz,grade,inspections_in_2012,inspections_in_2013,phone_num,violations_in_2012,violations_in_2013,violations_per_inspection
466,BAR BOULUD,A,4,2,2125950303,12,6,3
467,TACO HUT,A,0,0,2122220082,0,0,0
468,SPICE MARKET,A,1,2,2126752322,3,11,5
469,LIGHTHOUSE,C,2,4,3477897742,11,18,4
470,SOFIA WINE BAR & CAFE,A,0,1,2128886660,0,2,2
471,GIOVANNI'S RESTAURANT & CAFE,B,2,4,7182273914,7,12,3
472,"DUNKIN' DONUTS, BASKIN ROBBINS",C,3,3,7182771995,10,9,3
473,VILLA GARDEN FAMOUS PIZZA,A,1,1,7188051800,2,1,1
474,MCDONALD'S,C,2,4,7189349539,3,11,2
475,POPEYES CHICKEN & BISCUITS,C,6,1,3474250962,15,1,1
476,PEGUSUS COFFEE SHOP,A,1,1,7187486977,3,1,1
477,FRANK'S PIZZA ITALIA,A,4,1,7188296280,7,2,2
478,773 LOUNGE,C,5,3,7184629746,21,7,2
479,CAFE R,C,1,7,2126959550,3,43,6
480,ESMERALDO BAKERY,A,1,1,2125432250,2,3,3
481,WENDY'S,A,4,2,7183611418,13,3,1
482,BLUESPOON COFFEE,B,4,1,2126197230,10,2,2
483,SOUTH SHORE LITTLE LEAGUE,A,1,1,0000000000,3,2,2
484,OMIYA SUSHI JAPANESE CUISINE,C,4,5,7187481977,11,17,3
485,ONTARIO BAR,C,4,5,7183842835,16,18,3
486,PURE THAI RESTAURANT,B,1,4,2125810999,2,14,3
487,ESTELLE,C,7,2,7187692100,16,7,3
488,CARBO'S PIZZERIA,C,3,1,7186760500,8,2,2
489,REMI,B,4,2,2125814242,19,8,4
490,ADRIATIC RESTAURANT PIZZERIA BAR,B,4,2,2122602797,11,5,2
491,PIZZA PUB,B,4,7,2124778100,10,15,2
492,METROPOLITAN OPERA HOUSE 6TH FL,A,1,1,2127993401,2,2,2
493,CROISSANTERIA,B,1,4,2124662860,3,8,2
494,NEW DOUBLE DRAGON,C,5,2,2125980730,13,5,2
495,GINO'S PIZZERIA,P,2,4,7188863411,5,12,3
496,NICE PIZZA,P,5,2,7182303933,12,8,4
497,SUBWAY,A,2,1,2126772200,5,4,4
498,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,C,4,4,7183271261,14,15,3
499,ROCKEFELLER FOUNDATION,A,0,3,2128528235,0,8,2
501,RED MANGO,C,3,2,7182648881,8,7,3
502,NEW GREAT DRAGON RESTAURANT,C,4,6,7187230831,24,17,2
503,CASA JAVA,B,2,4,6464730083,4,6,1
504,NEW SHENG LI CHINESE RESTAURANT,P,6,4,7182934066,18,16,4
505,LULU & ME GASTROBAR,A,1,4,2122902460,1,7,1
507,ARBY'S,A,1,1,7188880444,1,2,2
508,R BAR,P,3,2,7184866116,5,12,6
509,A LA SAIGON,B,3,3,2122279855,10,7,2
510,SHUN JIA  RESTAURANT,A,1,3,7185668883,2,7,2
511,JONNY MACK'S BAR,B,1,4,7188327961,2,11,2
512,BROOKLYN NIGHTS,A,0,0,7184841879,0,0,0
513,NEW GREAT WALL CHINESE RESTAURANT,B,0,2,7183765310,0,7,3
514,MENKUI TEI,B,3,4,2122284152,16,19,4
515,LITTLE ITALY PIZZA,C,2,4,2122277077,3,8,2
516,IZAKAYA ON SMITH,B,1,4,7188552020,3,9,2
518,CAFE RIMON,A,1,2,7182216884,3,4,2
519,CAFE DE CUPPING,A,3,1,7189090777,8,3,3
520,PARRILLA LATINA,B,2,4,7189935834,13,11,2
521,THE GOOD DINE RESTAURANT,C,6,1,7183253463,27,3,3
522,ARZU RESTAURANT,B,2,3,7188303335,7,8,2
523,BOCA LOCA BAR RESTAURANT,B,2,3,7185490035,8,8,2
524,SUSHI YAMA,B,1,1,7187883896,2,6,6
525,BIARRITZ BAKERY,P,1,5,7185421848,2,20,4
526,SALUD Y ESTILO DE VIDA,C,1,1,6466856899,2,2,2
527,ELIXIR JUICE BAR,A,0,2,2126204178,0,8,4
529,CANTINA,B,6,1,7183695850,12,3,3
530,KBBQ,B,1,1,7186015510,3,2,2
531,CHEZ OSKAR,B,1,2,7188526250,3,8,4
532,AMARIN CAFE,A,0,1,7183492788,0,5,5
533,ATHENS CAFE,B,3,4,7186262164,11,13,3
534,INTERNATIONAL GOURMET KITCHEN,B,3,2,2122169421,5,6,3
535,ARMANDO'S PIZZA,B,1,2,7186428253,3,5,2
536,PALM RESTAURANT,A,5,3,2123337256,20,5,1
537,EL COFRE RESTAURANT,B,4,4,7189351153,13,17,4
538,LUZ DE LUNA,P,3,3,7183695000,9,8,2
539,BRASS MONKEY,B,1,2,2126756686,4,6,3
540,OTAFUKU,A,0,0,6469983438,0,0,0
541,LUCKY RESTAURANT,B,1,1,7183291506,3,2,2
542,PRET A MANGER,A,1,3,6463601625,1,9,3
543,PHO HOAI BAY RIDGE,B,4,3,7187451640,16,16,5
544,EVERYDAY GOURMET DELI,C,4,2,2129860500,16,12,6
545,PARK SLOPE FOOD CORP,A,0,0,7187881438,0,0,0
546,TASTE OF KERALA KITCHEN,B,0,4,7184731702,0,19,4
547,AL'S DELI,A,1,1,2125945682,3,3,3
548,RED ROSE,B,3,2,7186250963,16,4,2
549,LULA BEAN,B,4,1,7185995852,14,2,2
550,MCDONALDS,A,1,1,2124916860,2,2,2
551,GRANDSTAND TAVERN,C,2,3,7184789633,9,12,4
552,DUNKIN' DONUTS,B,3,1,7183975660,6,3,3
553,RUSSIAN BATHS,A,1,1,7183321676,3,2,2
554,NEW PEKING KITCHEN,A,3,1,7183762207,6,4,4
555,dunkin donuts baskin robbins,A,0,1,7187828210,0,3,3
556,CAFE DADA,B,2,4,7186222800,7,14,3
557,GOOD TASTE CHINESE RESTAURANT,B,2,3,7184079995,4,9,3
558,FEI TENG BAKERY,B,1,4,7188715889,4,16,4
559,EL FOGON RESTAURANT,B,0,3,7186399300,0,15,5
560,BLAZIN BURGERS & ROTISSERIE CHICKEN,A,4,4,7189613681,9,10,2
561,KING BAKERY,B,3,4,9172156855,8,13,3
562,THE EAGLE,B,3,0,6464731866,7,0,0
563,FRIARS NATIONAL ASSOC.,B,1,4,2127517272,3,20,5
564,DRIVE 495,A,1,1,2123349537,3,3,3
565,DADDYO'S BARBEQUE AND SPORTS BAR,C,4,0,7189483333,17,0,0
566,LISA'S PIZZERIA,C,4,4,2122271940,10,15,3
567,WANKA,B,0,4,7184769680,0,18,4
568,NICKY'S JAMAICAN CUISINE,B,1,2,7184448100,2,6,3
569,THREE TARTS,A,1,1,2124624392,2,2,2
570,CARVEL ICE CREAM,A,1,1,7188167807,1,2,2
571,MOLLY WEE PUB,B,1,4,2129672627,3,12,3
572,SUSHI WEST,B,3,3,2123371023,12,13,4
573,BISTRO CATERERS,C,7,4,2129832200,25,14,3
574,NEW A & J PIZZA & RESTAURANT,B,1,1,7185209018,2,4,4
575,GREEK ISLANDS,C,3,1,7182795922,9,3,3
576,CHUBBY MARY'S,A,1,4,2122282807,4,17,4
578,MEXICANA DELI GROCERY,C,4,4,7187985820,13,15,3
579,BROTHERS PIZZA,C,5,5,7187771111,19,19,3
580,THE MANSFIELD BAR,A,1,4,2122778888,1,13,3
581,ISLAND OF BURGERS & SHAKES,A,1,1,2128777934,2,2,2
582,RAN TEA HOUSE,B,2,3,7182885336,7,15,5
583,MON PETIT CAFE,A,1,1,2123552233,2,2,2
584,AQUI ME QUEDO,A,1,1,3477436487,1,1,1
585,STARBUCKS COFFEE,A,4,3,6467101905,9,6,2
586,TONIC EAST,C,3,8,2126837090,10,31,3
587,MAX BRENNER,A,3,2,6464678803,8,8,4
588,CONCOURSE JAMAICAN BAKERY,C,3,2,7186814015,10,7,3
589,SUNDAES BY THE PARK,A,1,1,7187871104,1,1,1
590,LA GATA GOLOSA #2,P,4,4,7186510788,15,15,3
591,CRISPO,P,3,0,2122291818,8,0,0
592,LUCKY DELI,B,1,2,2122131370,2,5,2
593,SPRING NATURAL KITCHEN,C,5,4,6465967434,16,13,3
594,VILLAGE GOURMET,B,5,3,7184578936,12,8,2
595,THE MET GRILL/DOUBLE TREE HOTEL,C,6,4,2123506084,26,18,4
596,CARIBBEAN SURINAME RESTAURANT,B,0,4,7188480058,0,7,1
597,MY FAMILY PIZZA,B,0,4,7187204500,0,14,3
598,DUNKIN DONUTS BASKIN ROBBINS,A,0,2,2129334630,0,3,1
599,SANDWICH HOUSE Italian Restaurant,B,1,4,2125666886,3,10,2
600,ROMEO'S PIZZA,C,3,2,7188453300,8,4,2
602,THE ALLIE WAY SPORTS BAR,C,5,1,9175120397,20,2,2
603,JOHN'S BAKERY,C,1,1,7182876799,2,1,1
604,GLASER'S BAKERY,P,2,6,2122892562,8,13,2
605,MATT TORREYS,A,4,1,7182187646,18,3,3
606,PRET A MANGER,A,1,3,6466881052,1,7,2
607,PEGGY O'NEILL'S,C,2,4,7184493200,7,8,2
608,GUAYACOS RESTAURANT,B,2,4,3472480646,5,19,4
609,UNCLE SAM'S BAR & RESTAURANT,B,1,3,3473215793,3,6,2
610,DUNKIN' DONUTS,B,1,1,7183492930,3,1,1
611,BOCCONCINI PIZZERIA,A,3,2,7184231192,7,6,3
612,BANGKOK THAI CUISINE,P,1,2,7183531888,2,4,2
613,KATCH BREWERY & GRILL,A,0,2,7187772230,0,2,1
614,CAFE BONJOUR,C,4,4,2124811224,13,10,2
615,CAPTAIN'S CAFE,B,4,1,2127797191,11,1,1
617,CAROLINE'S ON BROADWAY,A,3,4,2127574100,8,9,2
618,ARTICHOKE BASILLES PIZZA,A,1,1,6465881074,2,2,2
619,GOLDEN CHINA,B,3,1,7188531889,9,4,4
620,GOLDEN KRUST BAKERY & GRILL,B,4,2,7186040041,14,13,6
621,LA MARINA,A,3,2,2125676300,5,4,2
622,LEFRAK PIZZA,A,1,5,7185921103,2,10,2
623,NO. 1 CHINESE RESTAURANT,A,1,1,7187699750,3,2,2
624,LA PALAPA,C,2,3,2127772537,3,6,2
625,BOCBOC CHICKEN DELICIOUS,A,0,1,7182718098,0,2,2
626,THE SPOTTED PIG,A,4,1,2126200393,11,3,3
627,SPRING ST. NATURAL RESTAURANT,C,4,4,2129660290,13,18,4
628,LUCY'S WHEY CARNEGIE HILL LLC,A,0,1,2122898900,0,2,2
629,RICHMOND COUNTY YACHT CLUB,B,2,1,7183564120,5,1,1
630,ESTRELLITA POBLANA III,B,3,2,7182207641,11,3,1
631,L'ITALIANO TRATTORIA,B,1,2,7182242536,2,9,4
632,BERRY WILD,A,0,1,2128383911,0,3,3
633,MAMOUN'S FALAFEL,C,2,1,2123877747,5,2,2
634,ROSE HOUSE,A,0,1,7183597673,0,2,2
635,CONNECTICUT MUFFIN,A,3,4,3473053872,8,9,2
636,OFICINA LATINA,B,4,3,6463812555,10,12,4
638,GREEN GARDEN HEALTH FOODS,A,0,2,9173710896,0,2,1
639,MILK BURGER EXPRESS,A,3,1,2123601989,9,3,3
640,SPICY KING,A,3,2,7186611888,6,5,2
641,SAFFRON,P,0,1,7182556310,0,3,3
643,VILLAGE DINER,A,1,2,7182174091,2,6,3
644,TORIS RESTAURANT,A,0,1,3475905775,0,3,3
645,POLLOS ALA BARASA MARIO,C,1,1,7189322424,2,3,3
646,SUBWAY,P,2,2,2129960312,6,3,1
647,M. WELLS DINETTE,A,1,1,6466451514,2,2,2
648,TOYAMA SUSHI,B,3,4,2129679541,8,18,4
649,THE PATIO GRILL,A,1,2,7187766960,1,4,2
650,SOFIA'S PIZZA,C,0,3,7188456250,0,6,2
651,ANTONIO'S PIZZA DELI RESTAURANT,C,3,5,7184494994,10,16,3
652,BURGER KING,A,2,1,7182946790,6,2,2
653,SUBWAY,A,1,1,2123462533,3,2,2
654,LOESER'S HEBREW NATIONAL,A,1,1,7186016665,2,3,3
655,AN BEAL BOCHT CAFE,B,3,2,7188847127,12,5,2
656,SIENA PIZZA,A,1,1,2123919524,2,2,2
657,CHIPOTLE MEXICAN GRILL,B,1,1,2125806058,2,2,2
658,LAFAYETTE ESPRESSO BAR AND MARKETPLACE,C,1,1,2122268812,1,2,2
659,LELLO'S PIZZA,A,1,1,7188596505,2,1,1
661,S S CALABRO PIZZERIA,A,1,1,7182785262,2,1,1
662,A & A BAKE SHOP,B,2,1,9178929562,6,3,3
663,LA ZONA RESTAURANT,A,0,2,6464983305,0,2,1
664,RUSTICO,P,0,1,7183603328,0,1,1
665,DE E-CAFE,A,0,1,7186640123,0,2,2
668,RAMINI ESPRESSO BAR,A,1,0,3479070343,2,0,0
669,LOI RESTAURANT,A,0,0,2128758600,0,0,0
670,LA ISLA RESTAURANT,P,6,4,7186653600,30,22,5
671,"DUNKIN' DONUTS, BASKIN ROBBINS",C,1,1,7183960178,1,2,2
672,C'EST BON CAFE,P,2,5,2128887272,9,21,4
673,SUBWAY,A,0,1,9177679900,0,1,1
674,GRAND GREAT WALL RESTAURANT INC,B,1,1,2122837123,2,2,2
675,KENNEDY FRIED CHICKEN,A,6,1,7182870745,24,1,1
676,MCDONALD'S,C,6,1,7189483800,17,3,3
677,BETTER GOURMET HEALTH KITCHEN,A,1,2,7189830404,3,7,3
678,WICHCRAFT SANDWICHES,P,1,2,2127800577,1,4,2
679,ONE MORE THAI CORP.,C,2,3,2122288858,6,7,2
680,DUNKIN DONUTS,A,2,1,7187084459,6,2,2
681,BOURBON STREET,B,3,2,2127211332,11,7,3
682,BISOUX RESTAURANT,A,1,1,2159970667,2,3,3
683,DUNKIN DONUTS & BASKIN ROBBINS,B,3,3,7182945344,10,9,3
684,NICK'S RESTAURANT PIZZERIA,B,4,1,2129875700,12,2,2
685,WILD GINGER,A,3,2,7182188828,8,7,3
686,El Charro Bakery,B,4,4,7184521401,15,13,3
687,GOBO,C,4,4,2122553242,17,15,3
689,ELLEN DELI & GROCERY,B,5,2,2126757792,11,7,3
690,WORLD AMERICA KITCHEN,A,0,4,7188485951,0,8,2
691,ANGELA'S BAKERY,B,3,2,7184180095,9,8,4
692,TETTE CLUB,B,1,4,2125672131,2,7,1
693,STARBUCKS (JFK terminal 5-post security departure),A,0,0,7186790536,0,0,0
694,STARBUCKS COFFEE,A,1,1,2129740032,1,2,2
695,FORTUNE HOUSE,B,3,2,7188557055,17,9,4
696,JAMBA JUICE,B,2,5,2122133369,5,17,3
697,THOM'S BAR,A,1,3,2122193200,3,11,3
698,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,A,1,1,7182815221,2,4,4
699,KAI FENG FU DUMPLING HOUSE,B,4,1,7184373542,17,3,3
700,JOHNS PIZZA,A,0,3,7188220201,0,8,2
701,VERDE COAL OVEN,B,4,4,7183818800,12,15,3
702,MIANSAI,A,0,1,2128589710,0,1,1
703,CITY CAFE,P,5,4,7186868288,21,17,4
704,WOMENS NATL. REPUBLICAN CLUB,A,4,3,2125825454,15,9,3
705,SUTRA,B,1,2,2126779477,2,10,5
706,Metro Burger,A,1,1,7186519494,1,1,1
707,ST JOHN'S UNIVERSITY MONTGORIS,A,1,1,7189902595,2,2,2
708,BROOKLYN FARMACY AND SODA FOUNTAIN,B,3,3,7185226260,7,9,3
709,Star Coffee Shop,A,0,0,7186867800,0,0,0
710,DIVE BAR,C,1,3,2127494358,2,10,3
711,ANTHONY AND SON PANNINI SHOPPE,B,0,3,7187797266,0,15,5
712,28 NOODLES,C,2,1,2126792888,5,3,3
713,PATSY TARO,A,0,2,7187760450,0,3,1
714,BOUNCE RESTAURANT SPORTS LOUNGE,C,4,1,2125352183,17,2,2
715,LAYLA HOOKAH  LOUNGE,A,3,4,7183743162,7,7,1
716,BENARES INDIAN FOOD,P,2,3,2123970707,7,15,5
719,SUBWAY,C,1,3,2124067582,2,8,2
720,GRAFFITTIME,A,0,1,2126772045,0,2,2
721,PHILLIP MARIE,B,1,3,2122426200,2,11,3
722,HOOK CAFE,A,0,1,7184470181,0,1,1
723,TAMMANY HALL,A,6,1,2122287556,17,4,4
724,NO PORK HALAL KITCHEN CHINESE RESTAURANT,C,4,4,7188759888,14,15,3
725,EL AGUILA BAKERY,B,2,3,7184379341,5,12,4
726,BEST-BITES RESTAURANT & BAKERY,C,4,4,7184623842,12,12,3
727,SUBWAY,A,2,1,7182250888,2,1,1
728,DOMINO'S PIZZA,A,1,1,7187637007,2,3,3
729,COCO LIN VEGETARIAN HOUSE,B,4,2,7184161688,7,4,2
730,FRENCH CHIPS,A,1,1,3472211562,2,1,1
732,TWO TOM'S RESTAURANT II,A,2,1,7188758689,7,2,2
733,CAFE AL MERCATO,B,4,1,7183647681,16,2,2
734,KFC,A,0,0,7186770445,0,0,0
735,ROTI MEDITERRANEAN GRILL,A,0,2,6464943359,0,5,2
736,CAFE METRO,A,1,3,2122232670,2,12,4
737,DUNKIN' DONUTS,A,2,2,2124521026,7,6,3
738,"DUNKIN' DONUTS, BASKIN ROBBINS",C,6,2,2123889992,17,5,2
739,DE MOLE,C,4,5,7183922161,16,15,3
740,KELLY'S PUB,A,1,1,7183255253,3,3,3
741,ALDEA RESTAURANT,C,5,2,2126757223,9,10,5
742,RW PRIME SERVICE BAR,A,1,1,6465881074,1,1,1
743,MASSO,C,6,3,7184828151,27,15,5
744,TASTE OF GEORGIA,C,4,3,7183365556,10,9,3
745,SUBWAY,A,1,1,2125761046,1,2,2
746,GRANT CA,C,1,2,7182771223,3,9,4
747,NATALIA BAR,B,3,4,6466423429,12,13,3
748,EET,B,3,2,6465369175,10,4,2
749,CHINA TOKYO RESTAURANT,B,6,4,7185318811,15,11,2
750,SAL'S RESTAURANT,B,4,4,7187738160,8,11,2
751,16TH AVENUE GLATT,B,4,1,7188715254,14,3,3
752,ANDAZ,B,4,2,2122880288,17,8,4
753,HORUS KABAB HOUSE,B,2,2,2127779199,6,3,1
754,T.G.I. FRIDAYS,A,1,1,2126300348,2,1,1
755,CHICO RESTAURANT,B,5,1,9176555318,11,1,1
756,LOUIE & ERNIE'S PIZZA,A,2,1,7188296230,7,2,2
757,HAMILTONS,B,1,3,7184380488,6,6,2
758,MOONCAKE FOODS,B,4,2,2122629888,10,6,3
759,CUZCO PERU,P,0,2,7185584455,0,10,5
760,PURBIRD,B,1,3,2017243555,5,6,2
761,KOODO SUSHI,C,6,1,2124252890,21,3,3
762,AEGEA GYROS AND PIZZA,C,6,4,7184234429,13,10,2
763,JIMMYS AMERICAN GRILL & BAR,C,4,1,2122442211,12,2,2
764,HO LEE CHINESE RESTAURANT,B,1,1,2122838699,2,2,2
765,LA ABUNDANCIA BAKERY AND RESTAURAN,C,5,4,7182055021,19,13,3
766,SING WOK CHINESE RESTAURANT,C,2,4,7188828530,4,8,2
767,ELI ZABAR,A,0,1,6467902333,0,2,2
768,CAFE 45,C,0,4,2129974622,0,11,2
769,TIMES DELI & CAFE,C,4,4,2129441234,16,21,5
770,LEA WINE BAR,B,1,5,2129221546,4,10,2
771,SUBWAY,B,1,1,7187483801,1,2,2
772,IL FORNO,C,4,5,2123588300,15,17,3
773,ZHANG'S CHINA PALACE,A,0,3,7188285888,0,8,2
774,SILVER SPURS,B,1,2,2124735517,1,4,2
775,PRIME TIME CARIBBEAN BAKERY,B,2,3,3473464026,9,11,3
776,BALDOR SPECIALTY FOODS,A,1,2,7188609100,6,4,2
777,BARI'S PIZZA & PASTA RESTAURANT,A,4,4,7188760002,12,14,3
778,SUBWAY,A,0,0,7188990811,0,0,0
780,UMI SUSHI JAPANESE CUISINE,B,1,1,2126863308,2,2,2
781,CALIFORNIA PIZZA KITCHEN,B,1,4,2126856700,3,12,3
782,BURGER KING / POPEYES,B,1,2,7186305535,3,5,2
784,LEOS VARIEDADES CORP,P,0,1,7184561054,0,4,4
785,Davidovich Bakery,A,0,1,6469186763,0,1,1
786,NIKONIKO SUSHI & BOWL,P,7,4,2122320152,31,8,2
787,KANG SUH KOREAN RESTAURANT,B,4,4,2125646845,14,13,3
788,PINKBERRY,A,0,1,2123970412,0,2,2
789,VIN ET FLEURS,C,2,5,2129665417,8,13,2
790,SKAZZY,B,3,2,7186220050,8,5,2
791,IL VAGABONDO RESTAURANT,P,1,2,2128329221,2,12,6
792,GETTING HUNGRY,C,3,2,2124630600,11,5,2
793,CUP & SAUCER,A,2,1,2129253298,7,2,2
794,Le Charlot,B,1,4,2127941628,2,10,2
795,J & M BAKERY,C,4,4,7187841511,18,21,5
796,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,C,4,3,7182629293,16,10,3
797,GREGORY'S COFFEE,B,1,1,2129798600,2,2,2
798,CENTRAL MARKET NEW YORK,P,0,3,2128085227,0,6,2
799,COOKIEROAD,A,3,1,7183838094,5,2,2
800,PURE FOOD & WINE,C,1,2,2124771010,1,5,2
801,DUNKIN' DONUTS,A,1,1,7187030198,1,1,1
802,THE CHOCOLATE ROOM,A,1,1,7182462600,2,2,2
803,CATA,B,1,4,2125052282,2,20,5
804,MEZZOGIORNO,C,4,2,2123342112,18,6,3
805,DUNKIN DONUTS,A,1,1,7184477857,3,2,2
806,99 FAVOR TASTE,P,3,5,7184390658,9,13,2
807,CHARLIE'S PLACE,A,1,4,2124100277,1,8,2
808,IL BACCO RISTORANTE,B,4,3,7182247657,15,10,3
809,CROWN FRIED CHICKEN,C,7,3,7182202727,15,8,2
810,EL MESON LATINO,P,3,1,3478417127,6,1,1
811,EL VIEJO GRAN CAFE,C,0,2,7189933932,0,7,3
812,KORCHMA TARAS BULBA,A,0,2,2125107510,0,3,1
813,ESQUIRE LOUNGE,A,1,1,7186465000,4,2,2
814,KONDITORI,A,1,5,6466960257,2,10,2
815,WALTER KERR THEATRE,A,1,1,2125825472,2,2,2
816,NEW HUNAN WOK,A,0,1,7187140061,0,2,2
817,PAPA JOHNS,A,1,1,2129427272,3,2,2
818,NYOGURT,A,3,1,7183511113,7,1,1
819,PALS HERO SHOP,B,1,3,7182650200,1,6,2
820,LEFT FIELD CONCESSION STAND,A,2,2,9737072804,4,4,2
821,CHU YING CHINESE RESTAURANT,C,4,3,7184588588,10,5,1
822,SUNSHINE RESTAURANT,C,1,5,7183432300,4,24,4
823,SANSKRITI,A,0,1,7186386033,0,2,2
824,SUBWAY,A,1,1,7186981960,1,1,1
825,GT RICEBOWL RESTAURANT AND LOUNGE,B,3,2,7183234000,9,12,6
826,MCDONALDS RESTAURANT,C,4,1,2128406250,9,2,2
827,GREAT WALL,P,1,4,2122605799,1,12,3
828,LUKE'S LOBSTER,B,4,1,2128778800,8,3,3
829,K & Q RESTARUANT,P,3,2,7187987673,13,9,4
830,FAVELA,A,1,2,7185458250,2,7,3
831,OUEST,C,4,2,2125808700,18,11,5
832,THE STANDARD,C,0,4,7184722150,0,8,2
833,ROMANCE BAR AND RESTAURANT,A,1,1,7188164845,3,2,2
834,FU XING,B,2,1,7183280737,6,2,2
835,STARBUCKS COFFEE,B,1,1,2129771382,3,2,2
836,MANHATTAN BREW HOUSE,P,1,6,2126961011,2,18,3
837,SPASSO,C,5,2,2128583838,13,8,4
838,ESTRELLITA POBLANA II,B,4,4,7186547652,8,10,2
839,PIG 'N' WHISTLE,C,4,4,2128190095,13,14,3
840,ASPEN SOCIAL CLUB,B,0,1,2122217200,0,7,7
841,IDEAL DONUT,B,3,1,7182758489,7,1,1
842,LOVETTE'S RESTAURANT & GRILL,P,3,5,3478430777,11,11,2
843,16 HANDLES,B,2,3,3475271050,3,16,5
844,STARBUCKS COFFEE,A,1,1,2124772690,1,1,1
845,BROOME STREET BAR,C,1,1,2129252086,1,1,1
846,ROMANTICOS,A,1,1,7186515141,1,2,2
847,OFF BROADWAY,A,0,1,2123983981,0,3,3
848,ANDY BOY MEXICAN RESTAURANT,A,4,0,3476391963,6,0,0
849,GLEN PATRICK'S PUB,A,0,4,7184298334,0,12,3
850,NEW PINANG,P,0,2,7182689135,0,8,4
851,MANGIA,C,1,5,2126470287,3,21,4
852,BASERA INDIAN BISTRO,P,2,4,2127579787,5,15,3
853,SPICY GIRL RESTAURANT,A,0,3,7183598585,0,12,4
854,QUE SABROSURA,C,6,1,7183652200,20,3,3
855,BUDIN,A,0,0,9172139503,0,0,0
856,THE WEST SHORE INN RESTAURANT,B,3,1,7186989722,8,6,6
857,BISTRO CITRON,C,1,5,2124009401,2,16,3
858,CHIPOTLE MEXICAN GRILL,C,3,2,2127422690,4,5,2
859,COURT STREET GROCERS,A,1,1,7187227229,2,2,2
860,KASBA CAFE,B,0,4,7187625550,0,15,3
861,JOE:THE ART OF COFFEE,A,1,1,2128750100,2,1,1
862,CORNER DONUT COFFEE SHOP,B,1,3,7183275421,4,11,3
864,PIZZA 33,A,3,4,2125459191,7,15,3
865,J M PIZZA,B,1,4,7183375783,6,21,5
866,ROSSETTI'S PIZZA,C,2,3,2129667178,3,7,2
867,WATER FRONT CRAB HOUSE,B,2,1,7187294862,2,2,2
868,GOODFELLA'S,B,0,1,7189847500,0,2,2
869,VIVE LA CREPE!,B,2,1,6464846897,6,1,1
871,BARNES & NOBLE CAFE AT BARUCH,A,0,3,6463124850,0,6,2
872,THE PAVILION,C,9,3,7183690836,37,9,3
873,ROBERT,A,3,0,2122997730,7,0,0
874,BOULEY,A,2,4,2129642525,5,10,2
875,BAR REIS,A,0,1,7189742412,0,3,3
876,SOTTO CASA,B,0,3,7188528758,0,10,3
877,HEWITT DINING HALL BARNARD COLLEGE CAFETERIA,P,0,4,2128542129,0,10,2
878,1694 GOURMET DELI & GRILL,P,4,5,2127227110,10,16,3
879,JULES BISTRO,B,2,4,2124775560,11,11,2
880,CHEN YUAN CHINESE FOOD,A,3,1,7189192542,8,3,3
881,"CINEMA 1, 2, & 3",A,1,2,2128329054,2,6,3
882,JACOB'S PICKLES,C,5,4,2124705566,17,16,4
883,SIMPLY BAKERY,B,4,2,2127751188,16,8,4
884,BAGELS N GREENS,B,1,4,7182566656,3,13,3
885,ISLAND GLEN USA,B,1,4,2122132838,1,14,3
886,CHOCK FULL O'NUTS,A,0,0,3476359389,0,0,0
887,EL TUCAN,A,0,2,3472933175,0,5,2
888,NATURE'S GRILL,B,5,3,7182666400,12,7,2
889,49 GROVE,A,1,1,2127271100,2,1,1
890,HARVIST HARLEM,A,1,2,6466885886,2,7,3
891,83 1/2,B,2,1,2127378312,7,2,2
892,NEW RUBY CHINESE RESTAURANT,A,2,1,7187894633,5,3,3
893,NEW YORK KOSHER CATERERS,A,0,4,3475877974,0,15,3
894,BAREBURGER,A,3,1,7182792273,6,2,2
895,SWEET GARDEN,P,0,2,7185913428,0,6,3
896,SMILE OF THE BEYOND,C,1,1,7187397453,2,2,2
898,THE WATERING HOLE,A,1,2,2126745783,2,8,4
899,ROADHOUSE RESTAURANT,B,2,2,7184470033,4,2,1
900,STARBUCKS COFFEE (STORE #7577),A,1,1,2126819407,2,1,1
901,MESON SEVILLA RESTAURANT,B,4,3,2122625890,14,9,3
902,ORIGINAL MAMA'S EMPANADAS,B,1,1,7188998529,2,1,1
903,MACCHIATO ESPRESSO BAR,B,1,1,2122626600,2,2,2
904,LE PAIN QUOTIDIEN,A,1,1,2127214001,2,1,1
906,CARIBE RESTAURANT BAR & LOUNGE,P,3,2,7183285682,11,7,3
907,PECULIAR PUB,P,2,4,2123531327,10,19,4
908,THE CANNIBAL,A,1,1,2126865480,1,2,2
909,TAKE 31,C,4,2,6463989990,23,5,2
910,LA PERLA DEL ULUA RESTAURANT,B,3,3,7183669407,13,11,3
911,THE CROOKED KNIFE,C,2,1,2126962593,2,3,3
912,WOLFGANG PUCK EXPRESS,A,1,1,7184255680,2,2,2
914,ASTORIA COMPLEX FINE DINING,A,0,2,7183613103,0,7,3
915,AMARACHI,B,4,4,6466414510,10,22,5
916,FOXY GENTLEMEN'S CLUB,A,2,1,7184491240,3,1,1
917,HAVEN'S KITCHEN,C,2,4,2129297900,2,10,2
918,PAPA JOHN'S,B,4,6,7183887272,11,20,3
